Frame Type,Mean Entropy,id
Non-Switch,1.5851272e-05,SLAP2m
Non-Switch,1.636488e-05,SLAP2m
Non-Switch,5.8069068e-06,SLAP2m
Non-Switch,5.758703e-06,SLAP2m
Non-Switch,6.809869e-06,SLAP2m
Non-Switch,6.055745e-06,SLAP2m
Non-Switch,6.5651147e-06,SLAP2m
Non-Switch,6.676461e-06,SLAP2m
Non-Switch,7.6982105e-06,SLAP2m
Non-Switch,7.3721367e-06,SLAP2m
Non-Switch,6.1803726e-06,SLAP2m
Non-Switch,7.056838e-06,SLAP2m
Non-Switch,5.8739715e-06,SLAP2m
Non-Switch,7.9896745e-06,SLAP2m
Non-Switch,1.5587328e-05,SLAP2m
Non-Switch,1.0018577e-05,SLAP2m
Non-Switch,6.1385244e-06,SLAP2m
Non-Switch,4.121343e-05,SLAP2m
Non-Switch,2.4255429e-05,SLAP2m
Non-Switch,3.8642756e-05,SLAP2m
Non-Switch,8.228422e-06,SLAP2m
Non-Switch,1.475508e-05,SLAP2m
Non-Switch,8.974259e-06,SLAP2m
Non-Switch,1.5672029e-05,SLAP2m
Non-Switch,5.636222e-06,SLAP2m
Non-Switch,6.2178883e-06,SLAP2m
Non-Switch,8.840978e-06,SLAP2m
Non-Switch,2.8458711e-05,SLAP2m
Non-Switch,5.394878e-06,SLAP2m
Non-Switch,6.988491e-06,SLAP2m
Non-Switch,5.7521156e-06,SLAP2m
Non-Switch,6.56271e-06,SLAP2m
Non-Switch,1.6517128e-05,SLAP2m
Non-Switch,5.6393924e-06,SLAP2m
Non-Switch,1.4910307e-05,SLAP2m
Non-Switch,1.9860716e-05,SLAP2m
Non-Switch,1.813487e-05,SLAP2m
